"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
121	1	122	269	0	1	0	1	0	0	0	1	"s1:1→1 / s2:121→1 / s3:121→1"	""
121	1	122	273	0	0	2	0	0	0	0	1	"s1:1→1 / s2:121→1 / s3:121→1"	""
121	1	123	243	0	1	0	0	1	0	0	1	"s1:1→1 / s2:121→1 / s3:121→1"	""
121	2	123	236	0	2	0	0	0	0	0	1	"s1:121→1 / s2:2→1 / s3:1→1"	""
