"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
101	8	102	270	0	1	0	0	1	0	1	0	"s1:101→1 / s2:1→1 / s3:1→1"	""
101	8	103	225	0	2	0	0	0	0	0	1	"{s1:1→1 / s2:101→1 / s3:101→1, s1:1→1 / s2:101→1 / s3:101→2, s1:1→1 / s2:101→1 / s3:101→3, s1:1→1 / s2:101→1 / s3:101→4, s1:1→1 / s2:101→1 / s3:101→5, s1:1→1 / s2:101→2 / s3:101→2}"	""
101	8	103	232	1	1	0	0	0	0	0	1	"{s1:1→1 / s2:101→1 / s3:101→1, s1:1→1 / s2:101→1 / s3:101→2, s1:1→1 / s2:101→1 / s3:101→3, s1:1→1 / s2:101→1 / s3:101→4, s1:1→1 / s2:101→1 / s3:101→5, s1:1→1 / s2:101→2 / s3:101→2, s1:1→1 / s2:101→2 / s3:101→3, s1:1→1 / s2:101→2 / s3:101→4, s1:1→1 / s2:101→2 / s3:101→5, s1:1→1 / s2:101→3 / s3:101→1}"	"{s3:103→1, s3:103→1, s3:103→1, s3:103→1, s3:103→1, s3:103→1, s3:103→1, s3:103→1, s3:103→1, s3:103→1}"
101	8	104	205	0	1	1	0	0	0	0	1	"s1:1→1 / s2:101→1 / s3:101→1"	""
101	11	103	263	0	2	0	0	0	0	1	0	"s1:101→1 / s2:2→1 / s3:1→1"	""
