"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"OnMinus1"	"OnIsland"
70	2	71	131	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
70	2	71	246	0	0	0	0	0	0	1	0	"""s1:1→1"""	""""""
70	2	74	123	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:68→0, 70→1"""	""""""
70	2	76	123	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:68→1, 70→1"""	""""""
70	2	73	238	0	1	0	0	0	0	1	0	"""s1:1→1 / s2:68→0, 70→1"""	""""""
70	2	72	238	0	1	0	0	0	0	1	0	"""s1:1→1 / s2:68→1, 70→0"""	""""""
70	2	76	115	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:68→0, 70→1 / s3:68→1"""	""""""
70	2	76	122	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:68→0, 70→1 / s3:68→1"""	"""s3:72→1"""
70	2	77	122	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:68→0, 70→1 / s3:68→2"""	"""s3:72→1"""
70	2	78	122	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:68→0, 70→1 / s3:68→3"""	"""s3:72→1"""
70	2	79	122	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:68→0, 70→1 / s3:68→4"""	"""s3:72→1"""
70	2	80	122	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:68→0, 70→1 / s3:68→5"""	"""s3:72→1"""
70	3	71	131	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
70	3	71	246	0	0	0	0	0	0	1	0	"""s1:1→1"""	""""""
70	3	76	123	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:69→1"""	""""""
70	3	74	122	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:69→0"""	"""s2:70→1"""
70	3	72	237	0	1	0	0	0	0	1	0	"""s1:1→1 / s2:69→0"""	"""s2:70→1"""
70	4	71	238	0	0	0	0	0	0	1	0	"""s1:70→1"""	""""""
70	4	71	266	0	0	0	0	0	1	0	0	"""s1:70→1"""	""""""
70	4	73	160	0	0	0	0	1	0	1	0	"""s1:70→1 / s2:1→1"""	""""""
70	4	72	188	0	0	0	0	1	1	0	0	"""s1:70→1 / s2:1→1"""	""""""
70	4	72	215	0	0	0	0	2	0	0	0	"""s1:1→0, 70→1 / s2:1→1"""	""""""
70	4	72	186	0	0	0	1	0	0	1	0	"""s1:70→1 / s2:1→1"""	""""""
70	4	72	214	0	0	0	1	0	1	0	0	"""s1:70→1 / s2:1→1"""	""""""
70	4	73	241	0	0	0	1	1	0	0	0	"""s1:1→1, 70→0 / s2:70→1"""	""""""
70	4	74	241	0	0	0	1	1	0	0	0	"""s1:1→0, 70→1 / s2:1→1"""	""""""
70	4	72	210	0	0	1	0	0	0	1	0	"""s1:70→1 / s2:1→1"""	""""""
70	4	74	238	0	0	1	0	0	1	0	0	"""s1:70→1 / s2:1→1"""	""""""
70	4	72	230	0	1	0	0	0	0	1	0	"""s1:70→1 / s2:1→1"""	""""""
70	4	74	237	1	0	0	0	0	0	1	0	"""s1:70→1 / s2:1→0"""	"""s2:2→1"""
70	5	71	122	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
70	5	71	237	0	0	0	0	0	0	1	0	"""s1:1→1"""	""""""
70	5	71	265	0	0	0	0	0	1	0	0	"""s1:1→1"""	""""""
70	5	74	120	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:68→0"""	"""s2:70→1"""
70	5	76	120	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:68→1"""	"""s2:70→1"""
70	5	76	120	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:68→2"""	"""s2:70→1"""
70	5	76	120	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:68→3"""	"""s2:70→1"""
70	5	74	235	1	0	0	0	0	0	1	0	"""s1:1→1 / s2:1→0, 68→0"""	"""s2:70→1"""
70	5	75	235	1	0	0	0	0	0	1	0	"""s1:1→1 / s2:1→1, 68→0"""	"""s2:70→1"""
70	5	72	235	1	0	0	0	0	0	1	0	"""s1:1→1 / s2:1→1, 68→1"""	"""s2:70→1"""
70	5	74	263	1	0	0	0	0	1	0	0	"""s1:1→1 / s2:1→1, 68→0"""	"""s2:70→1"""
70	6	71	242	0	0	0	0	1	0	0	0	"""s1:1→1"""	""""""
70	6	71	268	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
70	6	73	234	0	1	0	0	1	0	0	0	"""s1:1→1 / s2:70→1"""	""""""
70	6	77	267	1	0	0	1	0	0	0	0	"""s1:1→1 / s2:70→0"""	"""s2:2→1"""
70	6	72	267	1	0	0	1	0	0	0	0	"""s1:1→1 / s2:70→1"""	"""s2:2→1"""
70	6	72	267	1	0	0	1	0	0	0	0	"""s1:1→1 / s2:70→2"""	"""s2:2→1"""
70	7	71	241	0	0	0	0	1	0	0	0	"""s1:1→1"""	""""""
70	7	71	267	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
70	7	77	266	1	0	0	1	0	0	0	0	"""s1:1→1 / s2:69→0"""	"""s2:2→1"""
70	8	71	246	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
70	8	71	270	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
70	8	73	237	0	1	0	1	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:70→1"""
70	9	71	246	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
70	9	71	270	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
70	12	71	131	0	0	0	1	0	0	0	0	"""s1:70→1"""	""""""
70	12	71	155	0	0	1	0	0	0	0	0	"""s1:70→1"""	""""""
70	12	71	175	0	1	0	0	0	0	0	0	"""s1:70→1"""	""""""
70	12	77	175	0	1	0	0	0	0	0	0	"""s1:70→2"""	""""""
70	12	78	175	0	1	0	0	0	0	0	0	"""s1:70→3"""	""""""
70	12	79	175	0	1	0	0	0	0	0	0	"""s1:70→4"""	""""""
70	12	79	175	0	1	0	0	0	0	0	0	"""s1:70→5"""	""""""
70	12	76	167	0	2	0	0	0	0	0	0	"""s1:70→1 / s2:70→1"""	""""""
70	12	79	167	0	2	0	0	0	0	0	0	"""s1:70→1 / s2:70→2"""	""""""
70	12	78	174	1	1	0	0	0	0	0	0	"""s1:70→1 / s2:70→1"""	"""s2:71→1"""
70	12	78	174	1	1	0	0	0	0	0	0	"""s1:70→1 / s2:70→2"""	"""s2:71→1"""
70	12	79	174	1	1	0	0	0	0	0	0	"""s1:70→1 / s2:70→3"""	"""s2:71→1"""
70	12	79	174	1	1	0	0	0	0	0	0	"""s1:70→1 / s2:70→4"""	"""s2:71→1"""
70	12	79	174	1	1	0	0	0	0	0	0	"""s1:70→1 / s2:70→5"""	"""s2:71→1"""
70	13	71	246	0	0	0	1	0	0	0	0	"""s1:70→1"""	""""""
70	13	71	270	0	0	1	0	0	0	0	0	"""s1:70→1"""	""""""
70	13	72	237	0	1	0	1	0	0	0	0	"""s1:70→1 / s2:∅"""	"""s2:4→1"""
70	13	76	268	1	0	1	0	0	0	0	0	"""s1:70→1 / s2:70→0"""	"""s2:69→1"""
70	15	71	131	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
70	15	71	155	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
70	15	71	175	0	1	0	0	0	0	0	0	"""s1:1→1"""	""""""
70	15	78	175	0	1	0	0	0	0	0	0	"""s1:1→2"""	""""""
70	15	78	175	0	1	0	0	0	0	0	0	"""s1:1→3"""	""""""
70	15	79	175	0	1	0	0	0	0	0	0	"""s1:1→4"""	""""""
70	15	79	175	0	1	0	0	0	0	0	0	"""s1:1→5"""	""""""
70	15	77	167	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	""""""
70	15	79	167	0	2	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	""""""
70	15	78	174	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→1"""	"""s2:71→1"""
70	15	79	174	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→2"""	"""s2:71→1"""
70	15	79	174	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→3"""	"""s2:71→1"""
70	15	79	174	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→4"""	"""s2:71→1"""
70	15	79	174	1	1	0	0	0	0	0	0	"""s1:1→1 / s2:1→5"""	"""s2:71→1"""
70	16	71	246	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
70	16	71	270	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
70	16	75	237	0	1	0	1	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:70→1"""
70	17	71	246	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
70	17	71	270	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
70	17	73	237	0	1	0	1	0	0	0	0	"""s1:1→1 / s2:∅"""	"""s2:70→1"""
70	24	76	167	0	1	0	0	0	0	0	0	"""s1:69→1"""	""""""
70	24	76	167	0	1	0	0	0	0	0	0	"""s1:69→2"""	""""""
70	24	71	174	1	0	0	0	0	0	0	0	"""s1:69→0"""	"""s1:70→1"""
70	24	76	174	1	0	0	0	0	0	0	0	"""s1:69→1"""	"""s1:70→1"""
70	24	76	174	1	0	0	0	0	0	0	0	"""s1:69→2"""	"""s1:70→1"""
70	24	76	174	1	0	0	0	0	0	0	0	"""s1:69→3"""	"""s1:70→1"""
70	24	76	174	1	0	0	0	0	0	0	0	"""s1:69→4"""	"""s1:70→1"""
70	24	76	174	1	0	0	0	0	0	0	0	"""s1:69→5"""	"""s1:70→1"""
70	24	76	166	1	1	0	0	0	0	0	0	"""s1:69→1 / s2:69→0"""	"""s2:70→1"""
70	26	71	246	0	0	0	1	0	0	0	0	"""s1:70→1"""	""""""
70	26	71	270	0	0	1	0	0	0	0	0	"""s1:70→1"""	""""""
70	26	75	268	1	0	1	0	0	0	0	0	"""s1:70→1 / s2:70→0"""	"""s2:69→1"""
70	27	71	210	0	0	0	0	0	0	1	0	"""s1:1→1"""	""""""
70	27	71	238	0	0	0	0	0	1	0	0	"""s1:1→1"""	""""""
70	27	71	265	0	0	0	0	1	0	0	0	"""s1:1→1"""	""""""
70	27	72	264	1	0	0	0	1	0	0	0	"""s1:1→1 / s2:1→1, 69→0"""	"""s2:68→1"""
70	33	76	167	0	1	0	0	0	0	0	0	"""s1:69→1"""	""""""
70	33	76	167	0	1	0	0	0	0	0	0	"""s1:69→2"""	""""""
70	33	71	174	1	0	0	0	0	0	0	0	"""s1:69→0"""	"""s1:70→1"""
70	33	76	174	1	0	0	0	0	0	0	0	"""s1:69→1"""	"""s1:70→1"""
70	33	76	174	1	0	0	0	0	0	0	0	"""s1:69→2"""	"""s1:70→1"""
70	33	76	174	1	0	0	0	0	0	0	0	"""s1:69→3"""	"""s1:70→1"""
70	33	76	174	1	0	0	0	0	0	0	0	"""s1:69→4"""	"""s1:70→1"""
70	33	76	174	1	0	0	0	0	0	0	0	"""s1:69→5"""	"""s1:70→1"""
70	33	76	166	1	1	0	0	0	0	0	0	"""s1:69→1 / s2:69→0"""	"""s2:70→1"""
70	33	75	172	2	0	0	0	0	0	0	0	"""s1:69→0 / s2:69→0"""	"""s1:70→1 / s2:70→1"""
70	33	76	172	2	0	0	0	0	0	0	0	"""s1:69→0 / s2:69→1"""	"""s1:70→1 / s2:70→1"""
70	33	76	172	2	0	0	0	0	0	0	0	"""s1:69→0 / s2:69→2"""	"""s1:70→1 / s2:70→1"""
70	35	71	246	0	0	0	1	0	0	0	0	"""s1:70→1"""	""""""
70	35	71	270	0	0	1	0	0	0	0	0	"""s1:70→1"""	""""""
70	35	76	268	1	0	1	0	0	0	0	0	"""s1:70→1 / s2:70→0"""	"""s2:69→1"""
70	39	71	246	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
70	39	71	270	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
70	39	76	268	1	0	1	0	0	0	0	0	"""s1:1→1 / s2:1→0"""	"""s2:2→1"""
70	48	71	270	0	0	1	0	0	0	0	0	"""s1:70→1"""	""""""
70	49	71	272	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
70	50	71	127	0	0	0	0	0	0	0	1	"""s1:1→1"""	""""""
70	50	71	242	0	0	0	0	0	0	1	0	"""s1:1→1"""	""""""
70	50	71	270	0	0	0	0	0	1	0	0	"""s1:1→1"""	""""""
70	50	75	99	0	0	1	0	0	0	0	1	"""s1:1→1 / s2:70→1"""	""""""
70	50	72	214	0	0	1	0	0	0	1	0	"""s1:1→1 / s2:70→1"""	""""""
70	50	72	242	0	0	1	0	0	1	0	0	"""s1:1→1 / s2:70→1"""	""""""
70	50	74	119	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:70→1"""	""""""
70	50	77	119	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:70→2"""	""""""
70	50	79	119	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:70→3"""	""""""
70	50	75	234	0	1	0	0	0	0	1	0	"""s1:1→1 / s2:70→1"""	""""""
70	50	77	111	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:70→1 / s3:70→1"""	""""""
70	50	77	118	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:70→1 / s3:66→0, 70→1"""	"""s3:72→1"""
70	50	76	118	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:70→1 / s3:66→1, 70→0"""	"""s3:72→1"""
70	50	76	118	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:70→1 / s3:66→1, 70→1"""	"""s3:72→1"""
70	50	74	233	1	1	0	0	0	0	1	0	"""s1:1→1 / s2:70→1 / s3:1→1, 66→1, 70→0"""	"""s3:72→1"""
70	51	72	254	0	0	0	0	0	0	2	0	"""s1:1→0, 70→1 / s2:1→1"""	""""""
70	54	72	222	0	0	0	1	0	0	0	1	"""s1:70→1 / s2:1→1"""	""""""
70	54	74	246	0	0	1	0	0	0	0	1	"""s1:70→1 / s2:1→1"""	""""""
70	55	71	240	0	0	0	0	1	0	0	0	"""s1:70→1"""	""""""
70	55	71	266	0	0	0	1	0	0	0	0	"""s1:70→1"""	""""""
70	55	72	212	0	0	1	0	1	0	0	0	"""s1:70→1 / s2:1→1"""	""""""
70	55	75	238	0	0	1	1	0	0	0	0	"""s1:70→1 / s2:1→1"""	""""""
70	55	77	232	0	1	0	0	1	0	0	0	"""s1:70→1 / s2:1→1"""	""""""
70	56	71	270	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
70	57	71	270	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
70	58	71	270	0	0	1	0	0	0	0	0	"""s1:70→1"""	""""""
70	62	74	167	0	0	0	0	0	0	1	1	"""s1:70→1 / s2:1→1"""	""""""
70	62	73	195	0	0	0	0	0	1	0	1	"""s1:70→1 / s2:1→1"""	""""""
70	62	72	222	0	0	0	0	1	0	0	1	"""s1:70→1 / s2:1→1"""	""""""
70	62	72	248	0	0	0	1	0	0	0	1	"""s1:70→1 / s2:1→1"""	""""""
70	63	71	232	0	0	0	0	1	0	0	0	"""s1:1→1"""	""""""
70	63	71	258	0	0	0	1	0	0	0	0	"""s1:1→1"""	""""""
70	63	73	231	1	0	0	0	1	0	0	0	"""s1:1→1 / s2:67→0, 69→0"""	"""s2:70→1"""
70	64	72	222	0	0	0	1	0	0	0	1	"""s1:70→1 / s2:1→1"""	""""""
70	64	72	246	0	0	1	0	0	0	0	1	"""s1:70→1 / s2:1→1"""	""""""
70	67	71	270	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
70	68	71	269	0	0	1	0	0	0	0	0	"""s1:1→1"""	""""""
70	69	71	269	0	0	1	0	0	0	0	0	"""s1:70→1"""	""""""
70	72	71	266	0	0	0	0	0	0	0	1	"""s1:70→1"""	""""""
