"T"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
130	1	130	272	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:127→0"""	"""s2:130→1"""
130	1	130	273	0	0	0	0	0	0	0	1	"""s1:1→1"""	""
130	1	131	264	1	1	0	0	0	0	0	1	"""s1:1→1 / s2:127→1 / s3:∅"""	"""s3:130→1"""
130	1	131	265	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:127→1"""	""
130	1	131	272	1	0	0	0	0	0	0	1	"{""s1:1→1 / s2:127→1"", ""s1:1→1 / s2:127→2"", ""s1:1→1 / s2:127→3"", ""s1:1→1 / s2:127→4"", ""s1:1→1 / s2:127→5""}"	"{""s2:130→1"", ""s2:130→1"", ""s2:130→1"", ""s2:130→1"", ""s2:130→1""}"
130	2	130	273	0	1	0	0	0	0	0	1	"{""s1:1→1 / s2:128→0, 130→1"", ""s1:1→1 / s2:128→1, 130→1""}"	""
130	2	131	265	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:128→0, 130→1 / s3:128→1"""	""
130	2	131	272	1	1	0	0	0	0	0	1	"{""s1:1→1 / s2:128→0, 130→1 / s3:128→1"", ""s1:1→1 / s2:128→0, 130→1 / s3:128→2"", ""s1:1→1 / s2:128→0, 130→1 / s3:128→3"", ""s1:1→1 / s2:128→0, 130→1 / s3:128→4"", ""s1:1→1 / s2:128→0, 130→1 / s3:128→5""}"	"{""s3:132→1"", ""s3:132→1"", ""s3:132→1"", ""s3:132→1"", ""s3:132→1""}"
130	3	130	272	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:129→0"""	"""s2:130→1"""
130	3	130	273	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:129→1"""	""
130	5	130	249	0	0	1	0	0	0	0	1	"""s1:1→1 / s2:130→1"""	""
130	5	130	269	0	1	0	0	0	0	0	1	"""s1:1→1 / s2:130→1"""	""
130	5	131	261	0	2	0	0	0	0	0	1	"""s1:1→1 / s2:130→1 / s3:130→1"""	""
130	5	131	268	1	1	0	0	0	0	0	1	"{""s1:1→1 / s2:130→1 / s3:126→0, 130→1"", ""s1:1→1 / s2:130→1 / s3:126→1, 130→0"", ""s1:1→1 / s2:130→1 / s3:126→1, 130→1""}"	"{""s3:132→1"", ""s3:132→1"", ""s3:132→1""}"
130	5	131	269	0	1	0	0	0	0	0	1	"{""s1:1→1 / s2:130→2"", ""s1:1→1 / s2:130→3""}"	""
130	6	130	270	1	0	0	0	0	0	0	1	"""s1:1→1 / s2:128→0"""	"""s2:130→1"""
130	6	130	272	0	0	0	0	0	0	0	1	"""s1:1→1"""	""
130	6	131	270	1	0	0	0	0	0	0	1	"{""s1:1→1 / s2:128→1"", ""s1:1→1 / s2:128→2"", ""s1:1→1 / s2:128→3""}"	"{""s2:130→1"", ""s2:130→1"", ""s2:130→1""}"
