"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
2	1	7	42	0	2	0	0	0	0	0	0	"s1:2→1 / s2:1→1"	""
2	1	8	22	0	1	1	0	0	0	0	0	"s1:2→1 / s2:1→1"	""
2	1	8	42	0	2	0	0	0	0	0	0	"s1:2→1 / s2:2→1"	""
2	1	8	49	1	1	0	0	0	0	0	0	"s1:2→1 / s2:1→1"	"s2:3→1"
2	1	9	-2	0	1	0	1	0	0	0	0	"s1:1→1 / s2:2→1"	""
2	1	9	2	0	0	2	0	0	0	0	0	"s1:2→1 / s2:1→1"	""
2	1	9	22	0	1	1	0	0	0	0	0	"s1:2→1 / s2:2→1"	""
2	1	9	49	1	1	0	0	0	0	0	0	"s1:2→1 / s2:2→1"	"s2:3→1"
2	1	10	-28	0	1	0	0	1	0	0	0	"s1:1→1 / s2:2→1"	""
2	1	10	-22	0	0	1	1	0	0	0	0	"s1:1→1 / s2:2→1"	""
2	1	10	-2	0	1	0	1	0	0	0	0	"s1:1→1 / s2:1→1"	""
2	1	10	2	0	0	2	0	0	0	0	0	"s1:2→1 / s2:2→1"	""
2	1	10	22	0	1	1	0	0	0	0	0	"s1:2→1 / s2:1→1, 2→1"	""
